ticket_id,customer_id,booking_id,agent_id,issue_type,channel,country,created_at,wait_time,resolution_time,csat_score,escalated,refund_requested,sla_breached
TKT0053598,CUST008261,BKG0040729,AGT0069,Hotel Complaint,email,Vietnam,2023-04-20 07:29:00,29,51,4,False,False,False
TKT0053599,CUST016693,BKG0027721,AGT0085,Booking Modification,email,Thailand,2024-09-24 16:40:00,30,38,4,True,False,False
TKT0053600,CUST010140,BKG0030697,AGT0041,Booking Modification,email,Vietnam,2024-06-26 08:25:00,27,48,3,False,False,False
TKT0053601,CUST005758,BKG0022734,AGT0140,Booking Modification,chat,Thailand,2024-01-22 07:36:00,2,9,3,False,False,False
TKT0053602,CUST017835,BKG0041621,AGT0050,Cancellation Request,call,India,2024-09-09 20:15:00,16,16,5,True,False,False
TKT0053603,CUST001109,BKG0034621,AGT0019,Booking Modification,chat,Thailand,2024-08-25 13:10:00,8,8,4,False,False,False
TKT0053604,CUST003657,BKG0046076,AGT0072,Booking Modification,email,Vietnam,2024-05-19 09:23:00,30,40,5,False,False,False
TKT0053605,CUST016749,BKG0013510,AGT0059,Refund Inquiry,chat,Philippines,2023-09-06 12:07:00,11,26,4,False,False,False
TKT0053606,CUST010990,BKG0046767,AGT0043,Booking Modification,chat,Indonesia,2023-02-12 19:30:00,10,33,3,False,False,False
TKT0053607,CUST000598,BKG0007088,AGT0103,Booking Modification,chat,Thailand,2023-03-22 05:39:00,11,11,3,False,False,False
TKT0053608,CUST016039,BKG0049796,AGT0101,Payment Issue,email,Indonesia,2023-11-08 13:07:00,55,94,3,False,True,True
TKT0053609,CUST011004,BKG0028277,AGT0120,Payment Issue,call,Thailand,2023-07-22 10:21:00,11,11,5,False,True,False
TKT0053610,CUST015886,BKG0018512,AGT0041,Booking Modification,email,Vietnam,2023-12-14 09:10:00,36,57,3,False,False,True
TKT0053611,CUST001163,BKG0000545,AGT0137,Hotel Complaint,chat,Singapore,2024-04-05 09:05:00,10,10,4,False,False,False
TKT0053612,CUST006094,BKG0005229,AGT0059,Refund Inquiry,chat,Vietnam,2024-04-07 07:57:00,15,24,5,False,True,False
TKT0053613,CUST012268,BKG0032259,AGT0082,Booking Modification,chat,Thailand,2023-11-11 18:07:00,10,10,3,True,False,False
TKT0053614,CUST009176,BKG0023984,AGT0131,Booking Modification,chat,Singapore,2024-05-08 16:30:00,7,7,4,False,False,False
TKT0053615,CUST008661,BKG0011735,AGT0039,Cancellation Request,email,Indonesia,2024-12-12 06:39:00,45,61,5,True,True,True
TKT0053616,CUST016531,BKG0048868,AGT0073,Hotel Complaint,call,Philippines,2023-07-10 14:46:00,15,24,5,False,False,False
TKT0053617,CUST009751,BKG0003456,AGT0114,Booking Modification,chat,India,2024-08-24 19:27:00,8,10,3,False,False,False
TKT0053618,CUST012579,BKG0009216,AGT0064,Booking Modification,call,Vietnam,2023-10-04 12:11:00,16,22,4,False,False,False
TKT0053619,CUST007803,BKG0033024,AGT0125,Payment Issue,chat,Indonesia,2024-01-17 10:10:00,23,32,3,False,True,False
TKT0053620,CUST013176,BKG0005319,AGT0113,Refund Inquiry,chat,Indonesia,2023-08-22 12:38:00,12,12,3,False,True,False
TKT0053621,CUST013046,BKG0046586,AGT0124,Payment Issue,chat,Indonesia,2024-07-27 10:22:00,18,22,4,False,True,False
TKT0053622,CUST017469,BKG0009103,AGT0083,Cancellation Request,email,Singapore,2024-01-04 14:42:00,45,64,4,False,True,True
TKT0053623,CUST008115,BKG0014947,AGT0040,Booking Modification,chat,India,2023-08-22 17:40:00,4,4,5,False,False,False
TKT0053624,CUST005532,BKG0039554,AGT0053,Refund Inquiry,chat,Indonesia,2024-06-12 21:34:00,18,19,4,False,False,False
TKT0053625,CUST013124,BKG0026367,AGT0082,Payment Issue,email,Singapore,2023-07-21 15:02:00,75,87,4,False,True,True
TKT0053626,CUST011494,BKG0020467,AGT0070,Hotel Complaint,email,Vietnam,2024-07-01 06:59:00,51,93,4,True,False,True
TKT0053627,CUST004787,BKG0002495,AGT0121,Payment Issue,chat,Singapore,2023-01-14 14:52:00,18,35,5,False,True,False
TKT0053628,CUST005474,BKG0005645,AGT0022,Cancellation Request,chat,Thailand,2024-10-23 15:57:00,11,11,3,False,False,False
TKT0053629,CUST005619,BKG0001189,AGT0105,Payment Issue,call,India,2023-02-04 16:13:00,29,49,2,True,False,False
TKT0053630,CUST011890,BKG0011800,AGT0031,Refund Inquiry,email,Vietnam,2024-02-13 19:26:00,59,82,2,False,True,True
TKT0053631,CUST007330,BKG0044198,AGT0069,Booking Modification,email,Thailand,2024-06-12 18:48:00,23,40,3,False,False,False
TKT0053632,CUST009390,BKG0005684,AGT0062,Booking Modification,email,Thailand,2024-05-23 20:04:00,34,71,3,False,False,True
TKT0053633,CUST014141,BKG0037651,AGT0103,Payment Issue,chat,Philippines,2023-05-21 08:23:00,9,11,5,False,True,False
TKT0053634,CUST001868,BKG0036926,AGT0100,Refund Inquiry,chat,Vietnam,2023-11-19 07:15:00,16,16,4,False,True,False
TKT0053635,CUST008002,BKG0002695,AGT0133,Booking Modification,chat,Vietnam,2024-08-04 12:46:00,7,7,5,False,False,False
TKT0053636,CUST015833,BKG0041958,AGT0125,Payment Issue,chat,Indonesia,2023-09-23 02:05:00,23,39,4,False,True,False
TKT0053637,CUST000669,BKG0031005,AGT0120,Booking Modification,chat,Thailand,2024-10-08 10:45:00,8,8,3,True,False,False
TKT0053638,CUST012366,BKG0041799,AGT0045,Booking Modification,chat,Philippines,2023-06-17 09:14:00,5,10,4,False,False,False
TKT0053639,CUST014273,BKG0009662,AGT0135,Booking Modification,email,Indonesia,2024-11-09 06:42:00,34,42,5,False,False,True
TKT0053640,CUST007885,BKG0022117,AGT0128,Booking Modification,chat,Indonesia,2023-05-18 09:52:00,7,7,5,True,False,False
TKT0053641,CUST003020,BKG0032386,AGT0118,Booking Modification,call,Thailand,2023-08-13 11:13:00,9,15,3,False,False,False
TKT0053642,CUST002542,BKG0030908,AGT0111,Booking Modification,chat,India,2024-12-05 17:15:00,5,5,3,False,False,False
TKT0053643,CUST001623,BKG0024362,AGT0109,Cancellation Request,chat,Indonesia,2024-12-17 11:19:00,17,29,4,False,False,False
TKT0053644,CUST011070,BKG0036551,AGT0059,Payment Issue,call,Indonesia,2023-06-01 17:59:00,13,13,4,True,True,False
TKT0053645,CUST008352,BKG0042699,AGT0009,Refund Inquiry,email,Vietnam,2024-11-25 20:02:00,44,60,5,False,True,True
TKT0053646,CUST008426,BKG0007676,AGT0075,Cancellation Request,chat,Indonesia,2024-09-19 06:22:00,10,12,5,False,False,False
TKT0053647,CUST004336,BKG0010789,AGT0120,Hotel Complaint,call,India,2023-09-12 09:52:00,5,5,3,True,True,False
TKT0053648,CUST012892,BKG0024740,AGT0001,Payment Issue,email,Thailand,2024-01-22 13:43:00,77,109,5,True,True,True
TKT0053649,CUST009407,BKG0015301,AGT0075,Hotel Complaint,chat,Vietnam,2023-04-28 10:35:00,16,31,3,False,False,False
TKT0053650,CUST009211,BKG0048984,AGT0098,Cancellation Request,chat,Philippines,2024-02-13 11:42:00,12,27,3,True,False,False
TKT0053651,CUST014697,BKG0005017,AGT0108,Refund Inquiry,email,Indonesia,2023-05-27 21:33:00,22,22,3,False,True,False
TKT0053652,CUST007462,BKG0039557,AGT0117,Refund Inquiry,call,Indonesia,2024-08-16 19:25:00,24,24,1,False,True,False
TKT0053653,CUST013346,BKG0034644,AGT0142,Booking Modification,chat,Thailand,2024-11-23 13:32:00,9,13,5,False,False,False
TKT0053654,CUST003909,BKG0003375,AGT0070,Refund Inquiry,chat,Philippines,2023-01-21 18:40:00,11,12,4,True,False,False
TKT0053655,CUST015203,BKG0013361,AGT0077,Refund Inquiry,chat,Vietnam,2024-10-06 14:16:00,21,35,4,False,False,False
TKT0053656,CUST014962,BKG0047860,AGT0130,Payment Issue,email,India,2024-08-25 11:41:00,34,34,4,False,False,True
TKT0053657,CUST007030,BKG0031820,AGT0104,Booking Modification,call,India,2024-12-04 09:02:00,12,12,3,False,False,False
TKT0053658,CUST008522,BKG0020548,AGT0134,Payment Issue,chat,India,2024-04-08 09:25:00,17,30,4,False,False,False
TKT0053659,CUST005124,BKG0026374,AGT0086,Cancellation Request,chat,India,2024-10-09 13:22:00,15,15,3,False,True,False
TKT0053660,CUST016451,BKG0043761,AGT0029,Refund Inquiry,email,Thailand,2023-12-06 13:00:00,52,76,5,False,True,True
TKT0053661,CUST011140,BKG0041332,AGT0139,Refund Inquiry,chat,Indonesia,2023-01-24 07:54:00,9,22,4,False,True,False
TKT0053662,CUST016491,BKG0015447,AGT0070,Refund Inquiry,email,Thailand,2023-02-17 16:55:00,55,59,4,False,True,True
TKT0053663,CUST001321,BKG0019428,AGT0132,Refund Inquiry,call,Thailand,2024-08-28 11:50:00,25,36,3,False,True,False
TKT0053664,CUST012833,BKG0006581,AGT0037,Cancellation Request,email,Vietnam,2024-02-17 05:26:00,53,68,5,False,True,True
TKT0053665,CUST001675,BKG0048219,AGT0052,Booking Modification,call,Philippines,2024-08-03 10:11:00,13,13,2,False,False,False
TKT0053666,CUST001767,BKG0005788,AGT0108,Hotel Complaint,email,India,2023-01-13 14:05:00,48,58,3,False,False,True
TKT0053667,CUST014009,BKG0028175,AGT0031,Hotel Complaint,chat,Philippines,2024-09-14 10:06:00,12,12,5,False,False,False
TKT0053668,CUST001495,BKG0041569,AGT0069,Payment Issue,chat,Thailand,2023-07-12 20:40:00,16,38,2,False,False,False
TKT0053669,CUST016359,BKG0003277,AGT0074,Booking Modification,call,Vietnam,2024-06-08 08:53:00,6,6,5,False,False,False
TKT0053670,CUST011446,BKG0018527,AGT0071,Cancellation Request,chat,India,2024-12-16 13:04:00,11,11,4,False,False,False
TKT0053671,CUST002573,BKG0035550,AGT0054,Booking Modification,email,Singapore,2024-01-16 12:38:00,32,50,2,False,False,True
TKT0053672,CUST007769,BKG0032561,AGT0063,Cancellation Request,call,Indonesia,2024-01-07 12:59:00,11,16,4,False,False,False
TKT0053673,CUST014363,BKG0008423,AGT0088,Refund Inquiry,chat,Philippines,2023-09-24 18:56:00,12,15,3,False,True,False
TKT0053674,CUST007371,BKG0030588,AGT0127,Hotel Complaint,call,Singapore,2023-08-13 07:09:00,18,26,5,False,False,False
TKT0053675,CUST008545,BKG0026910,AGT0080,Payment Issue,email,Philippines,2024-07-21 14:19:00,80,128,4,False,False,True
TKT0053676,CUST010980,BKG0020788,AGT0124,Cancellation Request,call,Philippines,2023-06-25 09:16:00,28,49,3,False,False,False
TKT0053677,CUST011755,BKG0014703,AGT0012,Booking Modification,call,Philippines,2023-04-02 11:34:00,10,10,3,False,False,False
TKT0053678,CUST005367,BKG0037021,AGT0118,Hotel Complaint,call,Vietnam,2023-10-16 21:36:00,10,10,4,False,False,False
TKT0053679,CUST005492,BKG0011869,AGT0055,Hotel Complaint,email,Singapore,2023-12-25 15:03:00,58,80,2,True,True,True
TKT0053680,CUST017001,BKG0035327,AGT0108,Cancellation Request,email,Philippines,2024-07-23 10:47:00,52,77,5,False,False,True
TKT0053681,CUST004996,BKG0036722,AGT0066,Booking Modification,chat,Vietnam,2023-03-10 12:36:00,7,7,5,False,False,False
TKT0053682,CUST011886,BKG0034941,AGT0088,Hotel Complaint,chat,Thailand,2023-07-15 13:46:00,10,36,5,False,False,False
TKT0053683,CUST004096,BKG0017851,AGT0133,Booking Modification,call,India,2024-01-17 11:15:00,19,32,2,True,False,False
TKT0053684,CUST006418,BKG0001415,AGT0081,Refund Inquiry,call,India,2024-09-11 15:55:00,17,24,3,False,False,False
TKT0053685,CUST005203,BKG0011309,AGT0130,Hotel Complaint,chat,Vietnam,2024-10-08 21:13:00,11,25,4,False,False,False
TKT0053686,CUST016681,BKG0047846,AGT0134,Refund Inquiry,call,Thailand,2024-05-12 08:01:00,14,14,5,False,True,False
TKT0053687,CUST011834,BKG0006568,AGT0145,Booking Modification,email,Thailand,2023-12-28 10:17:00,33,45,5,False,False,True
TKT0053688,CUST003390,BKG0022528,AGT0095,Refund Inquiry,chat,Indonesia,2023-11-23 15:48:00,17,36,4,False,False,False
TKT0053689,CUST013636,BKG0021670,AGT0097,Refund Inquiry,email,Indonesia,2023-01-02 08:46:00,23,34,4,False,True,False
TKT0053690,CUST003450,BKG0047819,AGT0100,Booking Modification,call,India,2023-05-02 15:08:00,11,11,4,False,False,False
TKT0053691,CUST017351,BKG0034201,AGT0049,Refund Inquiry,call,Thailand,2023-02-08 12:58:00,19,24,5,False,True,False
TKT0053692,CUST000707,BKG0016863,AGT0046,Booking Modification,email,Singapore,2023-06-13 14:20:00,19,19,5,False,False,False
TKT0053693,CUST008594,BKG0032765,AGT0089,Cancellation Request,chat,Thailand,2024-09-17 15:31:00,7,25,4,False,False,False
TKT0053694,CUST003855,BKG0023918,AGT0113,Booking Modification,chat,India,2023-04-25 18:13:00,7,7,3,False,False,False
TKT0053695,CUST013633,BKG0009566,AGT0009,Booking Modification,chat,India,2023-10-13 11:12:00,6,12,2,False,False,False
TKT0053696,CUST009444,BKG0015630,AGT0135,Cancellation Request,chat,Thailand,2023-07-21 08:41:00,13,23,4,False,True,False
TKT0053697,CUST006450,BKG0023470,AGT0066,Hotel Complaint,chat,Thailand,2023-06-10 14:02:00,12,33,4,True,True,False
TKT0053698,CUST014183,BKG0003745,AGT0004,Booking Modification,chat,Indonesia,2023-07-09 20:57:00,9,9,4,True,True,False
TKT0053699,CUST001991,BKG0021747,AGT0008,Hotel Complaint,email,Vietnam,2023-08-07 17:24:00,21,30,5,False,False,False
TKT0053700,CUST010114,BKG0001573,AGT0103,Refund Inquiry,chat,Philippines,2023-03-24 11:19:00,15,46,5,False,True,False
TKT0053701,CUST002883,BKG0004616,AGT0128,Booking Modification,chat,Indonesia,2024-10-02 07:42:00,6,8,5,True,False,False
TKT0053702,CUST009225,BKG0032530,AGT0096,Payment Issue,call,Singapore,2023-06-21 18:45:00,24,24,3,True,False,False
TKT0053703,CUST013392,BKG0026696,AGT0074,Cancellation Request,chat,Vietnam,2024-09-11 20:12:00,5,9,5,False,True,False
TKT0053704,CUST016214,BKG0007337,AGT0124,Refund Inquiry,chat,Indonesia,2024-04-23 06:03:00,22,31,5,False,True,False
TKT0053705,CUST003051,BKG0003915,AGT0146,Booking Modification,chat,Philippines,2023-10-24 08:51:00,8,10,4,True,False,False
TKT0053706,CUST008753,BKG0024416,AGT0059,Booking Modification,chat,Philippines,2023-02-25 10:16:00,8,8,4,False,False,False
TKT0053707,CUST009140,BKG0014262,AGT0108,Cancellation Request,email,Vietnam,2023-02-01 15:19:00,45,78,5,False,True,True
TKT0053708,CUST017125,BKG0018862,AGT0007,Booking Modification,email,Philippines,2024-04-17 08:57:00,45,73,3,False,False,True
TKT0053709,CUST014165,BKG0034533,AGT0121,Refund Inquiry,email,Thailand,2023-06-02 20:18:00,60,76,4,False,True,True
TKT0053710,CUST005806,BKG0028966,AGT0001,Cancellation Request,chat,Philippines,2023-07-01 20:42:00,14,17,3,False,True,False
TKT0053711,CUST001985,BKG0029637,AGT0087,Cancellation Request,email,Thailand,2023-08-18 10:14:00,55,85,3,False,False,True
TKT0053712,CUST009283,BKG0008254,AGT0076,Hotel Complaint,email,Thailand,2023-01-01 08:43:00,40,67,4,False,False,True
TKT0053713,CUST013434,BKG0038745,AGT0083,Cancellation Request,call,Thailand,2024-02-17 18:52:00,16,16,5,False,False,False
TKT0053714,CUST010143,BKG0018837,AGT0080,Payment Issue,call,Philippines,2023-09-22 14:09:00,28,50,3,False,True,False
TKT0053715,CUST009828,BKG0013450,AGT0059,Booking Modification,email,Thailand,2023-07-23 16:49:00,39,68,5,False,False,True
TKT0053716,CUST016916,BKG0038337,AGT0079,Booking Modification,chat,Indonesia,2024-06-12 14:53:00,8,10,5,False,False,False
TKT0053717,CUST010997,BKG0040290,AGT0143,Booking Modification,chat,India,2024-02-21 17:08:00,4,10,3,False,False,False
TKT0053718,CUST001153,BKG0032902,AGT0077,Refund Inquiry,call,Vietnam,2024-02-05 05:46:00,18,26,5,False,False,False
TKT0053719,CUST006143,BKG0038486,AGT0034,Cancellation Request,chat,Thailand,2024-06-27 09:55:00,15,15,3,False,True,False
TKT0053720,CUST016989,BKG0011692,AGT0049,Refund Inquiry,chat,Vietnam,2023-06-04 14:30:00,18,18,5,False,True,False
TKT0053721,CUST012712,BKG0049708,AGT0077,Booking Modification,chat,Singapore,2024-01-24 07:47:00,6,28,4,False,False,False
TKT0053722,CUST015264,BKG0035591,AGT0071,Booking Modification,call,Vietnam,2024-11-22 14:37:00,13,22,4,False,False,False
TKT0053723,CUST013477,BKG0015010,AGT0065,Booking Modification,chat,India,2023-07-01 15:11:00,7,16,4,False,False,False
TKT0053724,CUST006168,BKG0032796,AGT0064,Payment Issue,email,Thailand,2024-08-10 02:36:00,79,107,2,False,False,True
TKT0053725,CUST014215,BKG0014954,AGT0038,Hotel Complaint,call,Indonesia,2023-10-20 03:39:00,15,22,4,False,False,False
TKT0053726,CUST015143,BKG0005934,AGT0117,Booking Modification,email,Singapore,2024-02-13 14:52:00,33,54,5,False,True,True
TKT0053727,CUST013022,BKG0026963,AGT0066,Hotel Complaint,chat,Indonesia,2023-01-05 13:57:00,7,13,4,False,False,False
TKT0053728,CUST001910,BKG0021239,AGT0130,Payment Issue,email,Indonesia,2023-06-17 08:00:00,43,61,4,True,True,True
TKT0053729,CUST005338,BKG0006564,AGT0117,Booking Modification,email,Vietnam,2023-02-27 17:28:00,30,47,3,False,False,False
TKT0053730,CUST006104,BKG0039274,AGT0003,Booking Modification,chat,Thailand,2024-01-20 08:43:00,11,12,3,False,False,False
TKT0053731,CUST006645,BKG0047829,AGT0028,Cancellation Request,chat,Vietnam,2023-11-06 14:50:00,10,33,5,False,False,False
TKT0053732,CUST017941,BKG0004349,AGT0126,Booking Modification,email,Indonesia,2023-06-23 07:47:00,26,39,3,False,True,False
TKT0053733,CUST016918,BKG0001262,AGT0059,Refund Inquiry,chat,Thailand,2023-02-01 10:57:00,16,16,4,False,False,False
TKT0053734,CUST001157,BKG0018427,AGT0008,Payment Issue,chat,Indonesia,2024-11-16 06:28:00,19,19,5,False,False,False
TKT0053735,CUST014060,BKG0044114,AGT0004,Cancellation Request,chat,Thailand,2024-01-09 15:44:00,19,22,4,False,False,False
TKT0053736,CUST004383,BKG0020089,AGT0096,Booking Modification,email,Singapore,2023-11-08 09:11:00,26,39,3,False,False,False
TKT0053737,CUST010936,BKG0010399,AGT0061,Cancellation Request,email,Singapore,2024-04-01 11:27:00,33,65,3,False,False,True
TKT0053738,CUST008891,BKG0021101,AGT0052,Cancellation Request,call,Vietnam,2023-06-02 09:46:00,21,37,3,False,False,False
TKT0053739,CUST008829,BKG0028783,AGT0028,Cancellation Request,chat,Thailand,2024-04-12 15:59:00,19,28,4,True,True,False
TKT0053740,CUST009453,BKG0015918,AGT0093,Payment Issue,email,Philippines,2023-04-19 17:05:00,79,112,5,True,True,True
TKT0053741,CUST007128,BKG0043978,AGT0078,Cancellation Request,chat,Thailand,2024-10-12 18:32:00,11,16,5,False,True,False
TKT0053742,CUST011414,BKG0040668,AGT0028,Payment Issue,chat,Indonesia,2023-12-20 06:30:00,14,33,3,False,False,False
TKT0053743,CUST006122,BKG0031747,AGT0114,Hotel Complaint,email,Singapore,2023-04-14 15:45:00,40,52,5,False,False,True
TKT0053744,CUST001649,BKG0030833,AGT0042,Hotel Complaint,chat,Vietnam,2024-07-27 14:01:00,13,32,5,False,False,False
TKT0053745,CUST000028,BKG0002217,AGT0001,Booking Modification,email,Vietnam,2023-02-16 10:49:00,27,34,3,True,False,False
TKT0053746,CUST011605,BKG0048138,AGT0006,Booking Modification,chat,Vietnam,2024-02-16 10:40:00,6,6,4,False,False,False
TKT0053747,CUST003867,BKG0003429,AGT0020,Payment Issue,email,Indonesia,2023-10-03 12:57:00,59,81,4,False,True,True
TKT0053748,CUST008723,BKG0039924,AGT0034,Booking Modification,email,Thailand,2024-11-04 15:55:00,34,46,3,False,False,True
TKT0053749,CUST009717,BKG0000351,AGT0072,Cancellation Request,call,Vietnam,2023-04-09 16:13:00,13,13,4,False,True,False
TKT0053750,CUST010026,BKG0019994,AGT0026,Hotel Complaint,call,Thailand,2024-06-04 16:28:00,18,26,3,False,False,False
TKT0053751,CUST005018,BKG0017538,AGT0148,Refund Inquiry,chat,Philippines,2023-06-26 19:21:00,10,15,4,False,True,False
TKT0053752,CUST007925,BKG0006645,AGT0148,Refund Inquiry,chat,Thailand,2023-05-13 08:30:00,15,27,5,False,True,False
TKT0053753,CUST007587,BKG0006040,AGT0043,Cancellation Request,email,Vietnam,2024-12-17 09:39:00,54,69,3,False,False,True
TKT0053754,CUST015771,BKG0031101,AGT0110,Hotel Complaint,chat,India,2024-05-02 11:21:00,7,31,5,False,True,False
TKT0053755,CUST004714,BKG0041396,AGT0036,Cancellation Request,chat,India,2023-03-04 12:09:00,14,19,4,False,True,False
TKT0053756,CUST014666,BKG0008369,AGT0008,Payment Issue,email,Singapore,2023-12-01 11:38:00,47,56,3,False,True,True
TKT0053757,CUST005239,BKG0038945,AGT0035,Cancellation Request,chat,Thailand,2023-01-02 21:35:00,14,22,2,False,False,False
TKT0053758,CUST017147,BKG0020719,AGT0128,Refund Inquiry,email,Vietnam,2024-08-21 09:05:00,24,31,3,False,True,False
TKT0053759,CUST010674,BKG0035975,AGT0013,Payment Issue,call,Indonesia,2024-03-21 08:39:00,23,23,5,False,True,False
TKT0053760,CUST012650,BKG0016528,AGT0101,Booking Modification,chat,Indonesia,2024-03-01 22:53:00,9,9,4,False,False,False
TKT0053761,CUST008169,BKG0019187,AGT0120,Booking Modification,chat,Philippines,2024-07-01 11:50:00,5,11,3,False,False,False
TKT0053762,CUST000652,BKG0039494,AGT0044,Booking Modification,email,Thailand,2024-10-02 23:41:00,38,67,4,False,False,True
TKT0053763,CUST003670,BKG0036589,AGT0104,Cancellation Request,chat,Philippines,2023-07-18 15:34:00,9,12,4,False,False,False
TKT0053764,CUST002712,BKG0013263,AGT0133,Booking Modification,email,Vietnam,2023-08-07 08:50:00,39,39,3,False,False,True
TKT0053765,CUST009709,BKG0010056,AGT0094,Booking Modification,chat,Vietnam,2023-10-25 09:19:00,9,23,4,True,False,False
TKT0053766,CUST010186,BKG0039834,AGT0103,Refund Inquiry,email,Vietnam,2024-10-17 14:02:00,65,79,3,False,True,True
TKT0053767,CUST006877,BKG0021572,AGT0013,Cancellation Request,call,Thailand,2023-07-22 10:19:00,10,11,4,False,True,False
TKT0053768,CUST003755,BKG0001503,AGT0029,Booking Modification,chat,Thailand,2023-09-18 12:55:00,10,11,3,False,False,False
TKT0053769,CUST012652,BKG0042096,AGT0123,Booking Modification,call,Indonesia,2023-10-08 05:27:00,21,31,4,False,False,False
TKT0053770,CUST004179,BKG0014514,AGT0124,Cancellation Request,chat,Vietnam,2024-08-20 04:33:00,11,44,3,False,True,False
TKT0053771,CUST010709,BKG0028911,AGT0132,Booking Modification,chat,India,2024-01-17 17:12:00,7,21,3,False,False,False
TKT0053772,CUST017965,BKG0026779,AGT0028,Refund Inquiry,call,Thailand,2024-02-17 05:04:00,25,27,4,False,True,False
TKT0053773,CUST003636,BKG0042074,AGT0083,Hotel Complaint,email,Thailand,2024-08-22 19:31:00,46,69,3,False,False,True
TKT0053774,CUST006797,BKG0043656,AGT0094,Booking Modification,chat,Thailand,2024-03-13 18:59:00,7,18,3,False,False,False
TKT0053775,CUST009406,BKG0035709,AGT0059,Refund Inquiry,call,Philippines,2023-12-10 00:15:00,21,21,5,False,False,False
TKT0053776,CUST015466,BKG0020017,AGT0099,Booking Modification,chat,India,2024-06-28 20:48:00,6,20,4,True,False,False
TKT0053777,CUST014258,BKG0044611,AGT0071,Cancellation Request,chat,Vietnam,2023-01-07 06:29:00,14,14,5,True,True,False
TKT0053778,CUST007956,BKG0000491,AGT0127,Refund Inquiry,call,India,2024-07-09 14:19:00,24,28,4,False,True,False
TKT0053779,CUST004302,BKG0039093,AGT0052,Cancellation Request,call,India,2023-03-18 09:09:00,14,32,5,False,False,False
TKT0053780,CUST014962,BKG0048500,AGT0108,Payment Issue,chat,Philippines,2024-02-03 07:49:00,21,21,3,False,True,False
TKT0053781,CUST006990,BKG0009395,AGT0001,Cancellation Request,chat,Vietnam,2024-12-02 14:52:00,12,13,2,True,False,False
TKT0053782,CUST004862,BKG0004742,AGT0051,Hotel Complaint,chat,Indonesia,2024-04-14 11:33:00,4,14,4,False,False,False
TKT0053783,CUST004691,BKG0003885,AGT0001,Booking Modification,email,Indonesia,2023-01-10 08:03:00,17,29,4,False,False,False
TKT0053784,CUST005726,BKG0008994,AGT0055,Cancellation Request,chat,Thailand,2023-11-03 07:03:00,6,6,5,False,True,False
TKT0053785,CUST007542,BKG0042770,AGT0075,Cancellation Request,email,Philippines,2023-12-25 14:00:00,47,67,3,False,False,True
TKT0053786,CUST010536,BKG0019882,AGT0094,Booking Modification,call,Philippines,2023-02-07 15:54:00,13,30,3,False,False,False
TKT0053787,CUST015107,BKG0014600,AGT0100,Cancellation Request,email,Thailand,2024-01-12 10:26:00,56,86,2,False,True,True
TKT0053788,CUST000462,BKG0044668,AGT0140,Booking Modification,email,Indonesia,2023-03-08 09:49:00,40,56,3,True,False,True
TKT0053789,CUST017999,BKG0033615,AGT0131,Booking Modification,call,Vietnam,2024-10-19 07:04:00,14,35,5,False,False,False
TKT0053790,CUST009139,BKG0027046,AGT0090,Cancellation Request,chat,India,2024-11-08 13:23:00,5,9,5,False,True,False
TKT0053791,CUST017643,BKG0000466,AGT0108,Hotel Complaint,email,Singapore,2023-07-17 12:41:00,19,21,5,False,False,False
TKT0053792,CUST002289,BKG0019032,AGT0024,Refund Inquiry,email,Singapore,2024-02-21 18:05:00,62,87,3,True,True,True
TKT0053793,CUST010794,BKG0045462,AGT0044,Hotel Complaint,chat,Vietnam,2024-08-10 08:21:00,13,23,5,False,False,False
TKT0053794,CUST013381,BKG0033412,AGT0104,Cancellation Request,email,Singapore,2024-10-07 14:10:00,45,66,4,False,True,True
TKT0053795,CUST012022,BKG0007384,AGT0012,Refund Inquiry,call,Singapore,2023-08-27 14:02:00,23,44,4,True,False,False
TKT0053796,CUST015799,BKG0024906,AGT0111,Payment Issue,email,Thailand,2024-01-20 17:42:00,51,78,3,False,False,True
TKT0053797,CUST010702,BKG0034419,AGT0009,Hotel Complaint,email,Vietnam,2024-02-17 15:14:00,53,86,3,False,True,True
TKT0053798,CUST003427,BKG0026899,AGT0105,Hotel Complaint,chat,Philippines,2023-12-04 09:00:00,7,7,3,True,False,False
TKT0053799,CUST000820,BKG0003756,AGT0053,Refund Inquiry,chat,Philippines,2024-05-27 10:09:00,13,13,5,False,False,False
TKT0053800,CUST009218,BKG0049007,AGT0111,Booking Modification,call,Singapore,2023-06-22 09:51:00,15,31,3,True,False,False
TKT0053801,CUST011610,BKG0024670,AGT0055,Booking Modification,chat,Vietnam,2023-10-06 16:44:00,9,9,3,False,False,False
TKT0053802,CUST002354,BKG0049883,AGT0009,Refund Inquiry,email,Singapore,2024-08-28 09:38:00,54,73,5,False,False,True
TKT0053803,CUST001744,BKG0017546,AGT0124,Payment Issue,call,Singapore,2023-09-05 16:12:00,23,25,4,False,False,False
TKT0053804,CUST002882,BKG0024434,AGT0135,Refund Inquiry,email,India,2024-07-25 01:24:00,57,86,3,False,True,True
TKT0053805,CUST012349,BKG0027892,AGT0134,Cancellation Request,email,Philippines,2024-11-09 13:24:00,31,33,3,True,False,True
TKT0053806,CUST015379,BKG0004286,AGT0039,Cancellation Request,call,Indonesia,2023-04-05 16:13:00,18,18,5,False,True,False
TKT0053807,CUST007086,BKG0020501,AGT0053,Cancellation Request,call,India,2023-06-19 11:26:00,13,20,3,False,False,False
